numero_questao,gabarito,nu_param_B,enunciado,alternativas,ano
26,A,1.45228,"Um carro esportivo é financiado pelo Japão, projetado na Itália e montado em Indiana, México e França, usando os mais avançados componentes eletrônicos, que foram inventados em Nova Jérsei e fabricados na Coreia. A campanha publicitária é desenvolvida na Inglaterra, filmada no Canadá, a edição e as cópias, feitas em Nova York para serem veiculadas no mundo todo. Teias globais disfarçam-se com o uniforme nacional que lhes for mais conveniente.REICH, R. O trabalho das nações: preparando-nos para o capitalismo no século XXI. São Paulo: Educator, 1994 (adaptado).A viabilidade do processo de produção ilustrado pelo texto pressupõe o uso de",A: linhas de montagem e formação de estoques; B: empresas burocráticas e mão de obra barata; C: controle estatal e infraestrutura consolidada; D: organização em rede e tecnologia de informação; E: gestão centralizada e protecionismo econômico,2015
35,B,1.60742,"Na sociedade contemporânea, onde as relações sociais tendem a reger-se por imagens midiáticas, a imagem de um indivíduo, principalmente na indústria do espetáculo, pode agregar valor econômico na medida de seu incremento técnico: amplitude do espelhamento e da atenção pública. Aparecer é então mais do que ser; o sujeito é famoso porque é falado. Nesse âmbito, a lógica circulatória do mercado, ao mesmo tempo que acena democraticamente para as massas com supostos “ganhos distributivos” (a informação ilimitada, a quebra das supostas hierarquias culturais), afeta a velha cultura disseminada na esfera pública. A participação nas redes sociais, a obsessão dos selfies, tanto falar e ser falado quanto ser visto são índices do desejo de “espelhamento”.SODRÉ, M. Disponível em: http://alias.estadao.com.br. Acesso em: 9 fev. 2015 (adaptado). ",A: crítica contida no texto sobre a sociedade contemporânea enfatizaA a prática identitária autorreferente; B: a dinâmica política democratizante; C: a produção instantânea de notícias; D: os processos difusores de informações.; E: os mecanismos de convergência tecnológica,2015
30,B,1.75392,"A crescente intelectualização e racionalização não indicam um conhecimento maior e geral das condições sob as quais vivemos. Significa a crença em que, se quiséssemos, poderíamos  ter esse conhecimento a qualquer momento. Não há forças misteriosas incalculáveis; podemos dominar todas as coisas pelo cálculo. WEBER, M. A ciência como vocação. In: GERTH, H.; MILLS, W. (Org.). Max Weber: ensaios de sociologia. Rio de Janeiro: Zahar, 1979 (adaptado).Tal como apresentada no texto, a proposição de Max Weber a respeito do processo de desencantamento do mundo evidencia o(a)",A: progresso civilizatório como decorrência da expansão do industrialismo; B: extinção do pensamento mítico como um desdobramento do capitalismo; C: emancipação como consequência do processo de racionalização da vida; D: afastamento de crenças tradicionais como uma característica da modernidade; E: fim do monoteísmo como condição para a consolidação da ciência,2015
21,E,-0.01092,"Diante de ameaças surgidas com a engenharia genética de alimentos, vários grupos da sociedade civil conceberam o chamado “princípio da precaução”. O fundamento desse princípio é: quando uma tecnologia ou produto comporta alguma ameaça à saúde ou ao ambiente, ainda que não se possa avaliar a natureza precisa ou a magnitude do dano que venha a ser causado por eles, deve-se evitá-los ou deixá-los de quarentena para maiores estudos e avaliações antes de sua liberação. SEVCENKO, N. A corrida para o século XXI : no loop  da montanha-russa. São Paulo: Cia. das Letras, 2001 (adaptado).O texto expõe uma tendência representativa do pensamento social contemporâneo, na qual o desenvolvimento de mecanismos de acautelamento ou administração de riscos tem como objetivo ",A: priorizar os interesses econômicos em relação aos seres humanos e à natureza; B: negar a perspectiva científica e suas conquistas por causa de riscos ecológicos; C: instituir o diálogo público sobre mudanças tecnológicas e suas consequências; D: combater a introdução de tecnologias para travar o curso das mudanças sociais; E: romper o equilíbrio entre benefícios e riscos do avanço tecnológico e científico,2015
32,E,1.39311,"Ninguém nasce mulher: torna-se mulher. Nenhum destino biológico, psíquico, econômico define a forma que a fêmea humana assume no seio da sociedade; é o conjunto da civilização que elabora esse produto intermediário entre o macho e o castrado que qualificam o feminino.BEAUVOIR, S. O segundo sexo . Rio de Janeiro: Nova Fronteira, 1980.Na década de 1960, a proposição de Simone de Beauvoir contribuiu para estruturar um movimento social que teve como marca o(a)",A: ação do Poder Judiciário para criminalizar a violência sexual; B: pressão do Poder Legislativo para impedir a dupla jornada de trabalho; C: organização de protestos públicos para garantir a igualdade de gênero; D: oposição de grupos religiosos para impedir os casamentos homoafetivos; E: estabelecimento de políticas governamentais para promover ações afirmativas,2015
14,B,1.0009,"Só num sentido muito restrito, o indivíduo cria com seus próprios recursos o modo de falar e de pensar que lhe são atribuídos. Fala o idioma de seu grupo; pensa à maneira de seu grupo. Encontra a sua disposição apenas determinadas palavras e significados. Estas não só determinam, em grau considerável, as vias de acesso mental ao mundo circundante, mas também mostram, ao mesmo tempo, sob que ângulo e em que contexto de atividade os objetos foram até agora perceptíveis ao grupo ou ao indivíduo.MANNHEIM, K. Ideologia e utopia . Porto Alegre: Globo, 1950 (adaptado).Ilustrando uma proposição básica da sociologia do conhecimento, o argumento de Karl Mannheim defende que o(a)",A: conhecimento sobre a realidade é condicionado socialmente; B: submissão ao grupo manipula o conhecimento do mundo; C: divergência é um privilégio de indivíduos excepcionais; D: educação formal determina o conhecimento do idioma; E: domínio das línguas universaliza o conhecimento.,2015
27,D,0.88565,"A Unesco condenou a destruição da antiga capital assíria de Nimrod, no Iraque, pelo Estado Islâmico, com a agência da ONU considerando o ato como um crime de guerra. O grupo iniciou um processo de demolição em vários sítios arqueológicos em uma área reconhecida como um dos berços da civilização.Unesco e especialistas condenam destruição de cidade assíria pelo Estado Islâmico . Disponível em: http://oglobo.globo.com. Acesso em: 30 mar. 2015 (adaptado) .O tipo de atentado descrito no texto tem como consequência para as populações de países como o Iraque a desestruturação do(a)",A: homogeneidade cultural; B: patrimônio histórico; C: controle ocidental; D: unidade étnica; E: religião oficial,2015
39,A,1.01952,"A questão ambiental, uma das principais pautas contemporâneas, possibilitou o surgimento de concepções políticas diversas, dentre as quais se destaca a preservação ambiental, que sugere uma ideia de intocabilidade da natureza e impede o seu aproveitamento econômico sob qualquer justificativa.PORTO-GONÇALVES, C. W. A globalização da natureza e a natureza da globalização. Rio de Janeiro: Civilização Brasileira, 2006 (adaptado).Considerando as atuais concepções políticas sobre a questão ambiental, a dinâmica caracterizada no texto quanto à proteção do meio ambiente está baseada na",A: prática econômica sustentável; B: contenção de impactos ambientais; C: utilização progressiva dos recursos naturais; D: proibição permanente da exploração da natureza; E: definição de áreas prioritárias para a exploração econômica.,2015
36,B,1.74819,"Sentimos que toda satisfação de nossos desejos advinda do mundo assemelha-se à esmola que mantém hoje o mendigo vivo, porém prolonga amanhã a sua fome. A resignação, ao contrário, assemelha-se à fortuna herdada: livra o herdeiro para sempre de todas as preocupações.SCHOPENHAUER, A. Aforismo para a sabedoria da vida. São Paulo: Martins Fontes, 2005.O trecho destaca uma ideia remanescente de uma tradição ﬁlosóﬁca ocidental, segundo a qual a felicidade se mostra indissociavelmente ligada à",A: consagração de relacionamentos afetivos; B: administração da independência interior; C: fugacidade do conhecimento empírico.; D: liberdade de expressão religiosa.; E: busca de prazeres efêmeros,2016
29,E,0.66199,"Batizado por Tancredo Neves de “Nova República”, o período que marca o reencontro do Brasil com os governos civis e a democracia ainda não completou seu quinto ano e já viveu dias de grande comoção. Começou com a tragédia de Tancredo, seguiu pela euforia do Plano Cruzado, conheceu as depressões da inflação e das ameaças da hiperinflação e desembocou na movimentação que antecede as primeiras eleições diretas para presidente em 29 anos.O álbum dos presidentes: a história vista pelo JB. Jornal do Brasil, 15 nov. 1989.O período descrito apresenta continuidades e rupturas em relação à conjuntura histórica anterior. Uma dessas continuidades consistiu na",A: representação do legislativo com a fórmula do bipartidarismo; B: detenção de lideranças populares por crimes de subversão; C: presença de políticos com trajetórias no regime autoritário; D: prorrogação das restrições advindas dos atos institucionais; E: estabilidade da economia com o congelamento anual de preços,2016
22,E,1.3582,"Os moradores de Andalsnes, na Noruega, poderiam se dar ao luxo de morar perto do trabalho nos dias úteis e de se refugiar na calmaria do bosque aos ﬁns de semana. E sem sair da mesma casa. Bastaria achar uma vaga para estacionar o imóvel antes de curtir o novo endereço.Disponível em: http://casavogue.globo.com. Acesso em: 3 out. 2015 (adaptado).Uma vez implementada, essa proposta afetaria a dinâmica do espaço urbano por reduzir a intensidade do seguinte processo:",A: Êxodo rural; B: Movimento pendular; C: Migração de retorno; D: Deslocamento sazonal; E: Ocupação de áreas centrais,2016
